trial,time,x,y
1,0.002,-5,-272
1,0.201,-5,-270
1,0.217,-5,-269
1,0.250,-3,-264
1,0.266,-2,-260
1,0.283,-1,-258
1,0.300,0,-253
1,0.317,1,-248
1,0.333,3,-244
1,0.350,4,-242
1,0.367,5,-238
1,0.383,6,-232
1,0.399,7,-228
1,0.417,7,-225
1,0.434,7,-221
1,0.451,7,-216
1,0.470,7,-212
1,0.484,7,-210
1,0.501,7,-206
1,0.518,7,-203
1,0.538,7,-199
1,0.550,7,-197
1,0.569,6,-193
1,0.584,5,-190
1,0.602,5,-186
1,0.617,5,-182
1,0.641,4,-178
1,0.664,4,-174
1,0.683,4,-170
1,0.699,5,-166
1,0.717,5,-162
1,0.735,5,-159
1,0.752,5,-157
1,0.767,5,-154
1,0.787,5,-150
1,0.801,5,-146
1,0.818,5,-144
1,0.834,5,-141
1,0.854,5,-137
1,0.877,5,-132
1,0.898,5,-130
1,0.917,5,-127
1,0.935,5,-124
1,0.950,5,-122
1,0.969,5,-118
1,0.984,5,-115
1,1.001,5,-112
1,1.018,5,-109
1,1.036,5,-107
1,1.050,5,-103
1,1.068,5,-99
1,1.084,5,-95
1,1.103,5,-93
1,1.119,6,-89
1,1.134,6,-87
1,1.150,6,-82
1,1.167,7,-77
1,1.184,7,-72
1,1.200,7,-67
1,1.218,7,-64
1,1.234,7,-60
1,1.251,7,-56
1,1.267,7,-52
1,1.284,7,-50
1,1.300,7,-46
1,1.318,6,-42
1,1.334,5,-39
1,1.350,5,-38
1,1.368,5,-35
1,1.384,5,-32
1,1.401,5,-30
1,1.417,5,-28
1,1.434,5,-25
1,1.450,5,-22
1,1.467,4,-20
1,1.483,4,-18
1,1.501,4,-16
1,1.521,4,-13
1,1.533,4,-11
1,1.550,4,-10
1,1.568,4,-7
1,1.585,4,-4
1,1.601,3,-2
1,1.618,3,0
1,1.633,3,3
1,1.651,1,6
1,1.667,0,10
1,1.698,-3,16
1,1.717,-5,19
1,1.734,-8,22
1,1.753,-11,26
1,1.770,-12,28
1,1.783,-16,32
1,1.800,-21,35
1,1.817,-23,37
1,1.834,-27,41
1,1.851,-31,44
1,1.868,-37,48
1,1.883,-40,51
1,1.901,-45,56
1,1.917,-51,62
1,1.934,-57,68
1,1.955,-63,74
1,1.967,-65,76
1,1.984,-69,82
1,2.000,-75,88
1,2.017,-78,92
1,2.033,-83,98
1,2.050,-87,104
1,2.067,-93,111
1,2.083,-95,114
1,2.100,-100,120
1,2.116,-105,128
1,2.133,-109,135
1,2.165,-117,148
1,2.183,-121,156
1,2.200,-125,165
1,2.217,-129,173
1,2.234,-131,177
1,2.250,-135,185
1,2.266,-139,192
1,2.283,-140,196
1,2.300,-143,203
1,2.317,-145,209
1,2.335,-148,215
1,2.350,-150,218
1,2.367,-153,223
1,2.386,-156,227
1,2.415,-159,233
1,2.433,-161,236
1,2.449,-163,238
1,2.467,-163,241
1,2.483,-164,242
1,2.500,-165,243
1,2.520,-165,244
1,2.533,-166,245
1,2.566,-167,246
2,0.001,-3,-278
2,0.118,-3,-277
2,0.135,-3,-275
2,0.151,-3,-272
2,0.168,-3,-271
2,0.185,-2,-268
2,0.218,-2,-259
2,0.233,-2,-257
2,0.250,-1,-252
2,0.266,-1,-246
2,0.282,1,-240
2,0.299,1,-237
2,0.316,3,-231
2,0.333,3,-226
2,0.350,4,-221
2,0.367,5,-218
2,0.384,5,-213
2,0.400,6,-208
2,0.417,7,-203
2,0.433,7,-201
2,0.450,8,-196
2,0.467,9,-192
2,0.484,9,-188
2,0.502,10,-184
2,0.518,10,-182
2,0.534,11,-178
2,0.551,11,-175
2,0.568,11,-173
2,0.584,11,-170
2,0.602,11,-166
2,0.618,11,-163
2,0.638,11,-160
2,0.658,12,-156
2,0.668,12,-153
2,0.688,12,-148
2,0.701,12,-146
2,0.718,12,-142
2,0.735,12,-137
2,0.757,12,-131
2,0.780,13,-122
2,0.799,13,-116
2,0.816,13,-110
2,0.832,14,-106
2,0.849,16,-97
2,0.866,19,-87
2,0.882,23,-77
2,0.899,26,-71
2,0.916,31,-60
2,0.933,37,-47
2,0.950,43,-35
2,0.967,47,-29
2,0.983,52,-16
2,1.000,58,-4
2,1.017,63,7
2,1.033,65,13
2,1.050,69,25
2,1.067,74,36
2,1.083,80,48
2,1.100,82,54
2,1.117,87,67
2,1.133,93,80
2,1.150,100,94
2,1.167,103,100
2,1.183,109,113
2,1.200,117,125
2,1.217,125,137
2,1.233,128,142
2,1.250,136,154
2,1.267,143,165
2,1.283,151,176
2,1.300,155,180
2,1.316,161,190
2,1.333,167,198
2,1.350,172,206
2,1.366,175,209
2,1.383,179,216
2,1.400,182,221
2,1.419,185,226
2,1.433,187,228
2,1.450,189,232
2,1.467,191,234
2,1.483,193,237
2,1.500,193,238
2,1.516,195,239
2,1.533,195,240
2,1.566,196,240
2,1.616,197,240
3,0.000,-11,-284
3,0.085,-11,-283
3,0.101,-11,-282
3,0.153,-11,-280
3,0.171,-11,-277
3,0.187,-11,-275
3,0.203,-11,-272
3,0.220,-11,-267
3,0.252,-11,-261
3,0.269,-11,-256
3,0.299,-11,-249
3,0.327,-10,-242
3,0.349,-9,-234
3,0.366,-9,-232
3,0.383,-8,-226
3,0.399,-7,-222
3,0.416,-7,-216
3,0.432,-6,-214
3,0.449,-5,-209
3,0.466,-4,-204
3,0.484,-3,-200
3,0.500,-2,-198
3,0.517,-1,-194
3,0.534,1,-190
3,0.550,1,-186
3,0.567,2,-184
3,0.584,3,-180
3,0.601,4,-174
3,0.617,5,-169
3,0.634,5,-166
3,0.650,7,-161
3,0.667,7,-156
3,0.684,8,-151
3,0.700,9,-148
3,0.717,9,-143
3,0.734,10,-137
3,0.750,11,-130
3,0.767,11,-126
3,0.784,11,-118
3,0.800,12,-110
3,0.817,13,-102
3,0.834,13,-97
3,0.850,14,-88
3,0.867,14,-78
3,0.884,14,-68
3,0.900,13,-56
3,0.917,13,-50
3,0.934,12,-37
3,0.950,11,-24
3,0.967,11,-16
3,0.983,10,-1
3,1.000,9,16
3,1.017,7,32
3,1.034,5,42
3,1.051,3,59
3,1.068,1,77
3,1.083,-2,93
3,1.100,-3,100
3,1.117,-5,114
3,1.134,-7,126
3,1.150,-8,140
3,1.167,-9,153
3,1.184,-10,159
3,1.200,-11,170
3,1.217,-12,180
3,1.233,-13,188
3,1.250,-13,192
3,1.267,-13,198
3,1.284,-12,204
3,1.300,-12,208
3,1.318,-12,210
3,1.334,-11,213
3,1.350,-11,215
3,1.367,-11,216
3,1.384,-11,218
3,1.403,-11,219
3,1.417,-11,220
3,1.435,-11,221
3,1.460,-11,223
3,1.480,-11,224
3,1.499,-11,226
3,1.516,-11,227
3,1.532,-11,228
3,1.549,-10,230
3,1.567,-10,232
3,1.583,-10,233
3,1.601,-10,234
3,1.617,-9,236
3,1.634,-9,237
3,1.650,-9,238
3,1.667,-9,239
3,1.684,-9,240
3,1.735,-9,241
4,0.000,-8,-280
4,0.120,-8,-278
4,0.137,-8,-276
4,0.153,-8,-273
4,0.170,-8,-271
4,0.186,-7,-265
4,0.218,-5,-256
4,0.235,-4,-252
4,0.254,-3,-247
4,0.269,-1,-242
4,0.286,-1,-236
4,0.299,1,-234
4,0.316,2,-228
4,0.332,3,-224
4,0.350,4,-218
4,0.367,5,-211
4,0.384,7,-204
4,0.400,8,-198
4,0.417,9,-194
4,0.434,9,-188
4,0.450,10,-181
4,0.467,11,-175
4,0.483,11,-172
4,0.501,12,-166
4,0.517,13,-162
4,0.533,13,-156
4,0.550,13,-153
4,0.567,13,-148
4,0.583,13,-142
4,0.600,13,-136
4,0.617,13,-133
4,0.634,13,-126
4,0.650,13,-118
4,0.667,13,-110
4,0.683,12,-106
4,0.700,11,-97
4,0.717,9,-88
4,0.734,6,-78
4,0.750,5,-72
4,0.767,0,-62
4,0.783,-5,-52
4,0.800,-11,-40
4,0.817,-13,-35
4,0.833,-21,-24
4,0.851,-29,-12
4,0.867,-38,0
4,0.883,-43,6
4,0.900,-54,18
4,0.917,-65,30
4,0.933,-77,42
4,0.950,-83,48
4,0.967,-95,59
4,0.983,-107,70
4,1.000,-118,82
4,1.017,-124,88
4,1.035,-135,98
4,1.050,-145,108
4,1.067,-151,114
4,1.083,-160,123
4,1.106,-173,136
4,1.131,-181,144
4,1.150,-188,152
4,1.167,-195,160
4,1.183,-200,166
4,1.200,-205,173
4,1.217,-209,176
4,1.233,-214,183
4,1.253,-219,190
4,1.281,-225,200
4,1.300,-231,205
4,1.317,-235,210
4,1.333,-239,215
4,1.350,-240,218
4,1.367,-243,222
4,1.387,-247,226
4,1.414,-251,231
4,1.433,-254,234
4,1.450,-257,236
4,1.467,-258,239
4,1.483,-259,240
4,1.500,-260,241
4,1.516,-260,242
4,1.533,-261,243
4,1.550,-261,244
5,0.000,-6,-277
5,0.068,-6,-275
5,0.085,-6,-274
5,0.102,-6,-273
5,0.118,-6,-270
5,0.135,-6,-265
5,0.167,-5,-256
5,0.184,-3,-248
5,0.202,-3,-240
5,0.218,-2,-236
5,0.243,-1,-226
5,0.264,0,-219
5,0.283,1,-211
5,0.299,3,-203
5,0.317,3,-196
5,0.333,5,-188
5,0.350,5,-185
5,0.367,5,-178
5,0.383,6,-171
5,0.400,7,-164
5,0.417,7,-162
5,0.434,7,-155
5,0.452,7,-148
5,0.467,7,-142
5,0.484,7,-139
5,0.501,7,-132
5,0.518,7,-126
5,0.534,6,-120
5,0.552,5,-114
5,0.567,5,-112
5,0.585,3,-105
5,0.601,1,-99
5,0.617,-1,-92
5,0.634,-3,-90
5,0.651,-6,-82
5,0.668,-9,-75
5,0.684,-15,-67
5,0.701,-18,-62
5,0.717,-25,-53
5,0.734,-33,-43
5,0.751,-43,-32
5,0.770,-52,-21
5,0.791,-62,-8
5,0.800,-67,-2
5,0.816,-73,4
5,0.832,-83,17
5,0.849,-95,30
5,0.868,-105,44
5,0.888,-117,58
5,0.901,-122,65
5,0.919,-134,80
5,0.934,-145,94
5,0.951,-155,106
5,0.967,-161,113
5,0.984,-171,125
5,1.001,-181,138
5,1.017,-185,143
5,1.033,-194,154
5,1.050,-202,164
5,1.067,-210,174
5,1.084,-217,182
5,1.101,-220,186
5,1.117,-226,193
5,1.134,-231,199
5,1.150,-237,205
5,1.167,-239,208
5,1.183,-243,214
5,1.200,-247,220
5,1.217,-249,222
5,1.245,-255,231
5,1.266,-257,235
5,1.283,-259,239
5,1.300,-260,241
5,1.317,-261,244
5,1.334,-263,246
5,1.350,-263,248
5,1.367,-264,248
5,1.383,-264,249
5,1.401,-265,249
5,1.417,-265,250
5,1.467,-264,250
6,0.000,-1,-280
6,0.085,-1,-278
6,0.102,-1,-276
6,0.119,-2,-272
6,0.135,-2,-268
6,0.152,-2,-266
6,0.184,-1,-254
6,0.201,-1,-251
6,0.217,-1,-244
6,0.234,0,-237
6,0.250,0,-231
6,0.267,0,-227
6,0.284,-1,-220
6,0.300,-1,-214
6,0.317,-1,-208
6,0.333,-1,-204
6,0.350,-1,-198
6,0.367,-1,-191
6,0.383,0,-184
6,0.400,0,-180
6,0.416,1,-174
6,0.434,1,-168
6,0.450,2,-162
6,0.467,2,-158
6,0.484,3,-152
6,0.501,3,-146
6,0.517,3,-140
6,0.534,3,-137
6,0.550,4,-131
6,0.567,4,-126
6,0.584,5,-122
6,0.600,5,-119
6,0.617,4,-114
6,0.634,4,-108
6,0.650,3,-102
6,0.667,3,-97
6,0.690,1,-92
6,0.700,1,-88
6,0.716,-1,-83
6,0.732,-3,-80
6,0.749,-5,-75
6,0.766,-7,-70
6,0.784,-9,-65
6,0.800,-12,-60
6,0.817,-14,-57
6,0.834,-18,-52
6,0.850,-23,-48
6,0.867,-25,-46
6,0.884,-31,-40
6,0.900,-37,-36
6,0.917,-45,-31
6,0.934,-48,-28
6,0.950,-56,-24
6,0.967,-65,-18
6,0.984,-76,-13
6,1.001,-87,-8
6,1.017,-92,-5
6,1.033,-103,2
6,1.051,-116,8
6,1.067,-129,14
6,1.084,-137,18
6,1.100,-151,26
6,1.117,-165,36
6,1.133,-172,40
6,1.150,-186,50
6,1.167,-200,60
6,1.184,-214,71
6,1.200,-227,82
6,1.218,-233,88
6,1.234,-246,99
6,1.251,-257,110
6,1.268,-269,122
6,1.283,-274,127
6,1.300,-283,138
6,1.317,-293,149
6,1.333,-297,154
6,1.350,-304,164
6,1.367,-310,174
6,1.384,-315,182
6,1.400,-318,187
6,1.417,-322,196
6,1.434,-325,204
6,1.450,-328,212
6,1.467,-329,215
6,1.483,-331,222
6,1.503,-332,228
6,1.531,-333,236
6,1.550,-335,239
6,1.567,-335,242
6,1.587,-336,244
6,1.600,-337,246
6,1.617,-337,248
6,1.634,-337,249
6,1.650,-337,250
6,1.700,-337,251
7,0.000,2,-282
7,0.068,2,-280
7,0.101,1,-278
7,0.118,1,-276
7,0.137,-1,-272
7,0.154,-1,-270
7,0.170,-2,-265
7,0.202,-4,-258
7,0.223,-5,-250
7,0.240,-6,-247
7,0.251,-6,-241
7,0.269,-6,-238
7,0.285,-7,-232
7,0.309,-7,-221
7,0.331,-7,-213
7,0.349,-6,-204
7,0.366,-6,-196
7,0.382,-6,-192
7,0.400,-6,-183
7,0.417,-6,-175
7,0.434,-6,-166
7,0.450,-6,-162
7,0.467,-6,-154
7,0.484,-6,-146
7,0.500,-6,-138
7,0.517,-6,-134
7,0.534,-5,-127
7,0.550,-5,-120
7,0.567,-5,-114
7,0.584,-5,-111
7,0.600,-5,-105
